2014-03-27 02:18:11.136919	09:1C:D3:C4:F6:4D	-62
2014-03-27 02:18:11.777658	3E:A8:65:8C:15:CC	-65
2014-03-27 02:18:12.423796	01:FA:5B:24:75:4F	-68
2014-03-27 02:18:13.718790	34:B3:47:F1:BA:5E	-68
2014-03-27 02:18:14.365921	33:41:FF:57:32:BB	-62
2014-03-27 02:18:15.673141	26:8B:E2:7E:AE:6E	-62
2014-03-27 02:18:16.324113	05:0A:18:23:81:FA	-68
2014-03-27 02:18:16.976181	1D:2C:93:C2:FE:A8	-62
2014-03-27 02:18:17.623328	38:A6:88:E6:88:E5	-62
2014-03-27 02:18:18.267291	30:46:0E:EE:68:63	-62
2014-03-27 02:18:18.916370	37:B4:B6:4B:E2:7B	-62
2014-03-27 02:18:19.566449	2B:61:7F:57:34:B3	-68
2014-03-27 02:18:20.211733	29:9A:DD:2C:90:C6	-59
2014-03-27 02:18:20.862712	05:0A:1E:2B:67:72	-62
2014-03-27 02:18:21.517446	28:66:8E:EE:68:60	-68
2014-03-27 02:18:22.161850	07:F1:BC:50:C0:06	-62
2014-03-27 02:18:22.807783	0B:E2:7E:A8:60:80	-68
2014-03-27 02:18:23.458848	29:9F:D2:3D:A9:9C	-62
2014-03-27 02:18:24.763973	28:63:84:F3:41:FA	-62
2014-03-27 02:18:25.414069	03:02:F8:A3:84:F6	-68
2014-03-27 02:18:26.063211	09:1A:DB:27:74:B0	-62
2014-03-27 02:18:26.716170	30:45:09:19:D9:DC	-62
2014-03-27 02:18:27.367222	16:CD:EF:97:31:BF	-68
2014-03-27 02:18:28.020265	3C:50:C3:02:FE:AD	-65
2014-03-27 02:18:29.966506	3E:A8:63:82:FD:AA	-62
2014-03-27 02:18:30.619520	06:0B:E7:77:B1:BF	-62
2014-03-27 02:18:31.272780	17:37:B1:BA:5B:24	-62
2014-03-27 02:18:32.573860	3F:57:34:B0:46:0D	-62
2014-03-27 02:18:33.221946	09:1F:D1:39:5A:DB	-62
2014-03-27 02:18:33.867844	1C:D5:CF:14:35:4C	-62
2014-03-27 02:18:34.514970	15:C9:1F:D4:30:45	-62
2014-03-27 02:18:35.167030	13:C4:F6:4E:EE:6D	-68
2014-03-27 02:18:35.816090	2F:97:37:B1:BF:51	-62
2014-03-27 02:18:37.126260	21:7F:54:36:4B:E1	-62
2014-03-27 02:18:37.772449	32:BB:A1:7A:5D:2A	-68
2014-03-27 02:18:38.423503	35:4A:1B:21:79:5F	-62
2014-03-27 02:18:39.074463	10:C5:0A:1B:24:73	-62
2014-03-27 02:18:39.728531	07:F1:BA:5E:2B:61	-68
2014-03-27 02:18:40.382697	03:07:F1:BA:5B:24	-68
2014-03-27 02:18:41.033854	17:34:B3:41:F9:5C	-59
2014-03-27 02:18:41.680724	0F:17:37:B2:B8:A5	-68
2014-03-27 02:18:42.325796	29:9A:DB:22:7D:AC	-62
2014-03-27 02:18:42.980090	20:83:02:FB:A1:7A	-62
2014-03-27 02:18:43.627923	15:CC:10:C5:0F:12	-68
2014-03-27 02:18:44.274005	15:CC:10:C6:08:E5	-62
2014-03-27 02:18:44.927050	2C:93:C2:FB:A1:79	-62
2014-03-27 02:18:45.580123	2D:6C:95:CA:1E:2E	-68
2014-03-27 02:18:46.228192	05:0F:12:3B:A2:7E	-62
2014-03-27 02:18:46.878243	0C:13:C7:F1:BF:54	-62
2014-03-27 02:18:47.529317	3A:5E:2D:6F:91:3C	-68
2014-03-27 02:18:48.178392	05:0F:17:37:B4:B3	-62
2014-03-27 02:18:48.825461	0E:E8:65:8A:1D:2C	-62
2014-03-27 02:18:49.479532	3B:A2:7D:AA:9B:24	-68
2014-03-27 02:18:50.128601	2B:62:78:A5:8C:13	-62
2014-03-27 02:18:51.435672	11:39:5C:D0:C6:0D	-65
2014-03-27 02:18:52.085740	2E:6D:69:9F:D7:31	-68
2014-03-27 02:18:52.736842	22:7D:AC:95:C9:1A	-62
2014-03-27 02:18:53.388922	16:CD:E9:9F:D4:36	-65
2014-03-27 02:18:54.037970	06:0E:ED:6F:97:31	-68
2014-03-27 02:18:54.689069	35:4C:15:C9:19:DC	-62
2014-03-27 02:18:55.335075	1D:29:9A:DE:28:63	-62
2014-03-27 02:18:55.988182	2D:6C:93:C2:FE:AD	-68
2014-03-27 02:18:56.633320	0C:15:CC:16:C8:E6	-62
2014-03-27 02:55:49.877461	24:76:4D:EF:97:34	-62
2014-03-27 02:55:50.523012	3F:54:36:4B:E2:7E	-62
2014-03-27 02:55:51.172115	25:89:19:DF:D4:33	-68
2014-03-27 02:55:51.826066	09:1A:DD:2C:93:C2	-62
2014-03-27 02:55:53.134192	2B:64:73:47:F1:B9	-62
2014-03-27 02:55:53.786253	1C:D3:C4:F0:46:0E	-68
2014-03-27 02:55:54.436316	38:A6:8D:E9:9C:D5	-62
